shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
M110110,40.8052419707,-73.962206466,120001
M110110,40.8048852445,-73.9624736048,120002
M110110,40.8042541052,-73.9629254724,120003
M110110,40.803992869,-73.9631163357,120004
M110110,40.803992869,-73.9631163357,130001
M110110,40.803625711,-73.963384554,130002
M110110,40.8029698734,-73.9638617019,130003
M110110,40.8027998477,-73.9634572485,130004
M110110,40.8027998477,-73.9634572485,140001
M110110,40.801799716,-73.9610775156,140002
M110110,40.8017475529,-73.9610378146,140003
M110110,40.8014018028,-73.9612894079,140004
M110110,40.8014018028,-73.9612894079,150001
M110110,40.8011713024,-73.9614571353,150002
M110110,40.8005429138,-73.9619162095,150003
M110110,40.8002682331,-73.9621161035,150004
M110110,40.8002682331,-73.9621161035,160001
M110110,40.7999117786,-73.9623752766,160002
M110110,40.7992394823,-73.9628704761,160003
M110110,40.7988742452,-73.9631365084,160004
M110110,40.7988742452,-73.9631365084,170001
M110110,40.7985644379,-73.9633620554,170002
M110110,40.7979168364,-73.9638463863,170003
M110110,40.7976149791,-73.9640451956,170004
M110110,40.7973611501,-73.9642313362,170005
M110110,40.7973611501,-73.9642313362,180001
M110110,40.7954553648,-73.9656282499,180002
M110110,40.7950231645,-73.9659437651,180003
M110110,40.7950231645,-73.9659437651,190001
M110110,40.793559165,-73.9670124385,190002
M110110,40.793229317,-73.9672505995,190003
M110110,40.793229317,-73.9672505995,200001
M110110,40.7928539155,-73.967522006,200002
M110110,40.7921843411,-73.9680170997,200003
M110110,40.7915614119,-73.9684652132,200004
M110110,40.7912480264,-73.9686928791,200005
M110110,40.7912480264,-73.9686928791,210001
M110110,40.7909247613,-73.9689277702,210002
M110110,40.7902963429,-73.9693903145,210003
M110110,40.7899824079,-73.9696233889,210004
M110110,40.7899824079,-73.9696233889,220001
M110110,40.789673412,-73.9698528476,220002
M110110,40.7891986664,-73.9702069677,220003
M110110,40.7890532193,-73.9702973145,220004
M110110,40.7884193066,-73.9707634466,220005
M110110,40.788117168,-73.9709842247,220006
M110110,40.788117168,-73.9709842247,230001
M110110,40.7877908797,-73.971222345,230002
M110110,40.7871624509,-73.9716812347,230003
M110110,40.786484623,-73.9721726367,230004
M110110,40.7861418669,-73.9724237521,230005
M110110,40.7861418669,-73.9724237521,240001
M110110,40.7858040499,-73.9726712519,240002
M110110,40.7851701265,-73.9731337275,240003
M110110,40.7848520663,-73.9733656847,240004
M110110,40.7848520663,-73.9733656847,250001
M110110,40.7845362012,-73.9735961944,250002
M110110,40.7838995292,-73.9740586535,250003
M110110,40.7832409015,-73.9745391669,250004
M110110,40.7827658647,-73.9748841922,250005
M110110,40.7827658647,-73.9748841922,260001
M110110,40.7826289243,-73.9749835442,260002
M110110,40.7819510826,-73.9754784899,260003
M110110,40.781265006,-73.9759806502,260004
M110110,40.7809529776,-73.9762089672,260005
M110110,40.7809529776,-73.9762089672,270001
M110110,40.7806530238,-73.9764286118,270002
M110110,40.7799971291,-73.9769018559,270003
M110110,40.7793631889,-73.9773678616,270004
M110110,40.7790558229,-73.9775918312,270005
M110110,40.7790558229,-73.9775918312,280001
M110110,40.778729246,-73.9778302478,280002
M110110,40.7780953013,-73.9782926252,280003
M110110,40.7774092127,-73.9787983381,280004
M110110,40.7770422895,-73.9790573362,280005
M110110,40.7770422895,-73.9790573362,290001
M110110,40.7767286067,-73.9792787647,290002
M110110,40.7761056355,-73.9797447216,290003
M110110,40.7754799164,-73.9802034496,290004
M110110,40.7751873642,-73.9804154739,290005
M110110,40.7751873642,-73.9804154739,300001
M110110,40.77485145,-73.9806585593,300002
M110110,40.7742257265,-73.9811136595,300003
M110110,40.7736000018,-73.9815723617,300004
M110110,40.7733683738,-73.9817453648,300005
M110110,40.7733683738,-73.9817453648,310001
M110110,40.7731938294,-73.9818757484,310002
M110110,40.7729742757,-73.9820346657,310003
M110110,40.7728919432,-73.9820960645,310004
M110110,40.7726120123,-73.9823019313,310005
M110110,40.7723211036,-73.9825186303,310006
M110110,40.7717980148,-73.9829011019,310007
M110110,40.7717980148,-73.9829011019,320001
M110110,40.7717283062,-73.9829520254,320002
M110110,40.771105317,-73.9833998615,320003
M110110,40.7704795824,-73.9838549105,320004
M110110,40.7699677411,-73.9842279717,320005
M110110,40.7699677411,-73.9842279717,330001
M110110,40.7698401237,-73.9843207848,330002
M110110,40.769217129,-73.9847685954,330003
M110110,40.7689130411,-73.9849870806,330004
M110110,40.7689130411,-73.9849870806,340001
M110110,40.7685941326,-73.9852163976,340002
M110110,40.7679162459,-73.985714745,340003
M110110,40.7676245065,-73.9859256378,340004
M110110,40.7676245065,-73.9859256378,350001
M110110,40.7672411005,-73.9862022514,350002
M110110,40.7666153548,-73.9866608577,350003
M110110,40.7665338431,-73.9867208008,350004
M110110,40.7665338431,-73.9867208008,360001
M110110,40.7659868629,-73.9871230659,360002
M110110,40.7653638578,-73.9875780443,360003
M110110,40.7647353614,-73.9880330153,360004
M110110,40.7644787479,-73.9882211391,360005
M110110,40.7644787479,-73.9882211391,370001
M110110,40.7641096082,-73.9884915871,370002
M110110,40.7634838528,-73.9889465404,370003
M110110,40.7632464495,-73.9891191315,370004
M110110,40.7632464495,-73.9891191315,380001
M110110,40.7628580955,-73.9894014851,380002
M110110,40.7622350818,-73.9898636405,380003
M110110,40.761603831,-73.9903149592,380004
M110110,40.7609890465,-73.9907626572,380005
M110110,40.7607151377,-73.9909644792,380006
M110110,40.7607151377,-73.9909644792,390001
M110110,40.760352304,-73.9912320081,390002
M110110,40.7598036604,-73.9916295064,390003
M110110,40.7598036604,-73.9916295064,400001
M110110,40.7597292819,-73.9916833,400002
M110110,40.7591035137,-73.992141803,400003
M110110,40.7585389482,-73.9925522828,400004
M110110,40.7585389482,-73.9925522828,410001
M110110,40.7584283404,-73.9926327894,410002
M110110,40.7578272697,-73.9930696146,410003
M110110,40.7576680817,-73.9931851373,410004
M110110,40.757432044,-73.9933548105,410005
M110110,40.7574210655,-73.9933620307,410006
M110110,40.7573634285,-73.993405351,410007
M110110,40.7571438581,-73.9935605829,410008
M110110,40.7565263164,-73.9940190498,410009
M110110,40.7559902883,-73.9944074776,410010
M110110,40.7559902883,-73.9944074776,420001
M110110,40.7559087724,-73.9944666798,420002
M110110,40.7552912268,-73.9949215203,420003
M110110,40.755003038,-73.9951272793,420004
M110110,40.7549042313,-73.9952211314,420005
M110110,40.7546874022,-73.995354695,420006
M110110,40.7541497228,-73.9957481545,420007
M110110,40.7541497228,-73.9957481545,430001
M110110,40.7540561296,-73.9958167386,430002
M110110,40.7533891743,-73.9963040407,430003
M110110,40.7531059235,-73.9965094267,430004
M110110,40.7531059235,-73.9965094267,440001
M110110,40.7527222168,-73.9967877238,440002
M110110,40.7514843598,-73.9976792638,440003
M110110,40.7509024826,-73.9981196065,440004
M110110,40.7505657065,-73.9983603485,440005
M110110,40.7505657065,-73.9983603485,450001
M110110,40.7502410065,-73.9985924258,450002
M110110,40.7496371678,-73.9990363618,450003
M110110,40.7493758698,-73.999226927,450004
M110110,40.7493758698,-73.999226927,460001
M110110,40.7483992929,-73.9999386459,460002
M110110,40.7483992929,-73.9999386459,460003
M110110,40.7483992929,-73.9999386459,470001
M110110,40.7477680014,-74.0004006024,470002
M110110,40.7471449423,-74.0008481143,470003
M110110,40.746488944,-74.0013280978,470004
M110110,40.7462155651,-74.0015269453,470005
M110110,40.7462155651,-74.0015269453,480001
M110110,40.7458247095,-74.0018116806,480002
M110110,40.745207134,-74.0022663842,480003
M110110,40.7446197496,-74.0026922097,480004
M110110,40.7443850699,-74.002861816,480005
M110110,40.7443850699,-74.002861816,490001
M110110,40.7440351084,-74.003114419,490002
M110110,40.7434477208,-74.0035402295,490003
M110110,40.7431696716,-74.0037444718,490004
M110110,40.7431696716,-74.0037444718,500001
M110110,40.7428630761,-74.0039696415,500002
M110110,40.7425913393,-74.0041681066,500003
M110110,40.7423827316,-74.0043593567,500004
M110110,40.7422839187,-74.0044134812,500005
M110110,40.7421411889,-74.0044928638,500006
M110110,40.7419054084,-74.0046667878,500007
M110110,40.7419054084,-74.0046667878,510001
M110110,40.7416416303,-74.0048609174,510002
M110110,40.7413342093,-74.0050810245,510003
M110110,40.7408566202,-74.0051567699,510004
M110110,40.7407940395,-74.0051668693,510005
M110110,40.7407940395,-74.0051668693,520001
M110110,40.7400222114,-74.0052902239,520002
M110110,40.7394101283,-74.0053912155,520003
M110110,40.7388438829,-74.0054813834,520004
M110110,40.7388438829,-74.0054813834,530001
M110110,40.738754129,-74.0054958102,530002
M110110,40.7381365564,-74.0055895805,530003
M110110,40.7375519206,-74.0056869603,530004
M110110,40.737061979,-74.0057709954,530005
M110111,40.8266831798,-73.9554222197,10001
M110111,40.8265687521,-73.9554913105,10002
M110111,40.8265138509,-73.9554732807,10003
M110111,40.8264369418,-73.9553251869,10004
M110111,40.826351766,-73.9550939933,10005
M110111,40.8264972074,-73.9550216292,10006
M110111,40.8267798376,-73.9548299323,10007
M110111,40.8270461012,-73.9548984049,10008
M110111,40.8272461513,-73.954103334,10009
M110111,40.8272706949,-73.9537058493,10010
M110111,40.8272761538,-73.9536299653,10011
M110111,40.8272816054,-73.9535360146,10012
M110111,40.8272925259,-73.9533914732,10013
M110111,40.8273116055,-73.9530626454,10014
M110111,40.8273114816,-73.9527591244,10015
M110111,40.8272482434,-73.952491782,10016
M110111,40.8270559148,-73.9520113462,10017
M110111,40.8269793637,-73.9520746346,10018
M110111,40.8269793637,-73.9520746346,20001
M110111,40.8264248471,-73.9525321162,20002
M110111,40.8258184631,-73.9530131129,20003
M110111,40.8256428839,-73.9532155792,20004
M110111,40.8255112169,-73.9534107871,20005
M110111,40.825401798,-73.9536468084,20006
M110111,40.825401798,-73.9536468084,30001
M110111,40.825330223,-73.9538011435,30002
M110111,40.8252561852,-73.9539746302,30003
M110111,40.8251464688,-73.9541553675,30004
M110111,40.8249901063,-73.9543722684,30005
M110111,40.8247349523,-73.9546362073,30006
M110111,40.82413952,-73.9550701941,30007
M110111,40.8239117624,-73.955207648,30008
M110111,40.8236730133,-73.95531259,30009
M110111,40.8235467846,-73.9553849375,30010
M110111,40.8234628138,-73.9554297967,30011
M110111,40.8234628138,-73.9554297967,40001
M110111,40.8228744683,-73.9557430857,40002
M110111,40.8224491293,-73.9559818319,40003
M110111,40.8222570656,-73.9561553864,40004
M110111,40.82170562,-73.956795258,40005
M110111,40.8212611772,-73.9573338861,40006
M110111,40.8211184989,-73.9574604329,40007
M110111,40.8210223646,-73.9572726181,40008
M110111,40.8208781398,-73.9569301987,40009
M110111,40.8208781398,-73.9569301987,50001
M110111,40.8201350228,-73.9551668346,50002
M110111,40.8200526069,-73.9549754037,50003
M110111,40.8199210124,-73.9546622505,50004
M110111,40.8199210124,-73.9546622505,60001
M110111,40.8190014762,-73.9524752694,60002
M110111,40.8190014762,-73.9524752694,70001
M110111,40.8189426815,-73.9523351312,70002
M110111,40.8189234192,-73.9522159196,70003
M110111,40.8182347048,-73.9527222135,70004
M110111,40.817925468,-73.9529482355,70005
M110111,40.817925468,-73.9529482355,80001
M110111,40.8176063527,-73.9531814879,80002
M110111,40.8163606174,-73.9540891648,80003
M110111,40.8159877193,-73.9543629058,80004
M110111,40.8159877193,-73.9543629058,90001
M110111,40.8157350044,-73.9545484114,90002
M110111,40.8151121314,-73.9550004222,90003
M110111,40.8148426774,-73.9551982174,90004
M110111,40.8148426774,-73.9551982174,100001
M110111,40.8144865146,-73.9554596517,100002
M110111,40.8141435199,-73.9557055401,100003
M110111,40.8133752148,-73.9562696153,100004
M110111,40.8128234045,-73.956672417,100005
M110111,40.8128234045,-73.956672417,110001
M110111,40.8126123936,-73.9568264489,110002
M110111,40.8112651019,-73.9578099158,110003
M110111,40.8109912519,-73.958009136,110004
M110111,40.8109912519,-73.958009136,120001
M110111,40.810628496,-73.9582727117,120002
M110111,40.8100083539,-73.9587282636,120003
M110111,40.8093388165,-73.9592163487,120004
M110111,40.8090048711,-73.9594621933,120005
M110111,40.8090048711,-73.9594621933,130001
M110111,40.808754343,-73.9596465751,130002
M110111,40.8081177282,-73.9601057236,130003
M110111,40.8077747254,-73.9603577054,130004
M110111,40.8077747254,-73.9603577054,140001
M110111,40.8075469712,-73.9605250893,140002
M110111,40.8070832296,-73.9608649156,140003
M110111,40.8068198003,-73.9610529066,140004
M110111,40.8064803611,-73.9612980134,140005
M110111,40.8064803611,-73.9612980134,150001
M110111,40.8061337868,-73.9615481788,150002
M110111,40.8055081431,-73.9620072848,150003
M110111,40.8052419707,-73.962206466,150004
M110111,40.8052419707,-73.962206466,160001
M110111,40.8048852445,-73.9624736048,160002
M110111,40.8042541052,-73.9629254724,160003
M110111,40.803992869,-73.9631163357,160004
M110111,40.803992869,-73.9631163357,170001
M110111,40.803625711,-73.963384554,170002
M110111,40.8029698734,-73.9638617019,170003
M110111,40.8027998477,-73.9634572485,170004
M110111,40.8027998477,-73.9634572485,180001
M110111,40.801799716,-73.9610775156,180002
M110111,40.8017475529,-73.9610378146,180003
M110111,40.8014018028,-73.9612894079,180004
M110111,40.8014018028,-73.9612894079,190001
M110111,40.8011713024,-73.9614571353,190002
M110111,40.8005429138,-73.9619162095,190003
M110111,40.8002682331,-73.9621161035,190004
M110111,40.8002682331,-73.9621161035,200001
M110111,40.7999117786,-73.9623752766,200002
M110111,40.7992394823,-73.9628704761,200003
M110111,40.7988742452,-73.9631365084,200004
M110111,40.7988742452,-73.9631365084,210001
M110111,40.7985644379,-73.9633620554,210002
M110111,40.7979168364,-73.9638463863,210003
M110111,40.7976149791,-73.9640451956,210004
M110111,40.7973611501,-73.9642313362,210005
M110111,40.7973611501,-73.9642313362,220001
M110111,40.7954553648,-73.9656282499,220002
M110111,40.7950231645,-73.9659437651,220003
M110111,40.7950231645,-73.9659437651,230001
M110111,40.793559165,-73.9670124385,230002
M110111,40.793229317,-73.9672505995,230003
M110111,40.793229317,-73.9672505995,240001
M110111,40.7928539155,-73.967522006,240002
M110111,40.7921843411,-73.9680170997,240003
M110111,40.7915614119,-73.9684652132,240004
M110111,40.7912480264,-73.9686928791,240005
M110111,40.7912480264,-73.9686928791,250001
M110111,40.7909247613,-73.9689277702,250002
M110111,40.7902963429,-73.9693903145,250003
M110111,40.7899824079,-73.9696233889,250004
M110111,40.7899824079,-73.9696233889,260001
M110111,40.789673412,-73.9698528476,260002
M110111,40.7891986664,-73.9702069677,260003
M110111,40.7890532193,-73.9702973145,260004
M110111,40.7884193066,-73.9707634466,260005
M110111,40.788117168,-73.9709842247,260006
M110111,40.788117168,-73.9709842247,270001
M110111,40.7877908797,-73.971222345,270002
M110111,40.7871624509,-73.9716812347,270003
M110111,40.786484623,-73.9721726367,270004
M110111,40.7861418669,-73.9724237521,270005
M110111,40.7861418669,-73.9724237521,280001
M110111,40.7858040499,-73.9726712519,280002
M110111,40.7851701265,-73.9731337275,280003
M110111,40.7848520663,-73.9733656847,280004
M110111,40.7848520663,-73.9733656847,290001
M110111,40.7845362012,-73.9735961944,290002
M110111,40.7838995292,-73.9740586535,290003
M110111,40.7832409015,-73.9745391669,290004
M110111,40.7827658647,-73.9748841922,290005
M110111,40.7827658647,-73.9748841922,300001
M110111,40.7826289243,-73.9749835442,300002
M110111,40.7819510826,-73.9754784899,300003
M110111,40.781265006,-73.9759806502,300004
M110111,40.7809529776,-73.9762089672,300005
M110111,40.7809529776,-73.9762089672,310001
M110111,40.7806530238,-73.9764286118,310002
M110111,40.7799971291,-73.9769018559,310003
M110111,40.7793631889,-73.9773678616,310004
M110111,40.7790558229,-73.9775918312,310005
M110111,40.7790558229,-73.9775918312,320001
M110111,40.778729246,-73.9778302478,320002
M110111,40.7780953013,-73.9782926252,320003
M110111,40.7774092127,-73.9787983381,320004
M110111,40.7770422895,-73.9790573362,320005
M110111,40.7770422895,-73.9790573362,330001
M110111,40.7767286067,-73.9792787647,330002
M110111,40.7761056355,-73.9797447216,330003
M110111,40.7754799164,-73.9802034496,330004
M110111,40.7751873642,-73.9804154739,330005
M110111,40.7751873642,-73.9804154739,340001
M110111,40.77485145,-73.9806585593,340002
M110111,40.7742257265,-73.9811136595,340003
M110111,40.7736000018,-73.9815723617,340004
M110111,40.7733683738,-73.9817453648,340005
M110111,40.7733683738,-73.9817453648,350001
M110111,40.7731938294,-73.9818757484,350002
M110111,40.7729742757,-73.9820346657,350003
M110111,40.7728919432,-73.9820960645,350004
M110111,40.7726120123,-73.9823019313,350005
M110111,40.7723211036,-73.9825186303,350006
M110111,40.7717980148,-73.9829011019,350007
M110111,40.7717980148,-73.9829011019,360001
M110111,40.7717283062,-73.9829520254,360002
M110111,40.771105317,-73.9833998615,360003
M110111,40.7704795824,-73.9838549105,360004
M110111,40.7699677411,-73.9842279717,360005
M110111,40.7699677411,-73.9842279717,370001
M110111,40.7698401237,-73.9843207848,370002
M110111,40.769217129,-73.9847685954,370003
M110111,40.7689130411,-73.9849870806,370004
M110111,40.7689130411,-73.9849870806,380001
M110111,40.7685941326,-73.9852163976,380002
M110111,40.7679162459,-73.985714745,380003
M110111,40.7676245065,-73.9859256378,380004
M110111,40.7676245065,-73.9859256378,390001
M110111,40.7672411005,-73.9862022514,390002
M110111,40.7666153548,-73.9866608577,390003
M110111,40.7665338431,-73.9867208008,390004
M110111,40.7665338431,-73.9867208008,400001
M110111,40.7659868629,-73.9871230659,400002
M110111,40.7653638578,-73.9875780443,400003
M110111,40.7647353614,-73.9880330153,400004
M110111,40.7644787479,-73.9882211391,400005
M110111,40.7644787479,-73.9882211391,410001
M110111,40.7641096082,-73.9884915871,410002
M110111,40.7634838528,-73.9889465404,410003
M110111,40.7632464495,-73.9891191315,410004
M110111,40.7632464495,-73.9891191315,420001
M110111,40.7628580955,-73.9894014851,420002
M110111,40.7622350818,-73.9898636405,420003
M110111,40.761603831,-73.9903149592,420004
M110111,40.7609890465,-73.9907626572,420005
M110111,40.7607151377,-73.9909644792,420006
M110111,40.7607151377,-73.9909644792,430001
M110111,40.760352304,-73.9912320081,430002
M110111,40.7598036604,-73.9916295064,430003
M110111,40.7598036604,-73.9916295064,440001
M110111,40.7597292819,-73.9916833,440002
M110111,40.7591035137,-73.992141803,440003
M110111,40.7585389482,-73.9925522828,440004
M110111,40.7585389482,-73.9925522828,450001
M110111,40.7584283404,-73.9926327894,450002
M110111,40.7578272697,-73.9930696146,450003
M110111,40.7576680817,-73.9931851373,450004
M110111,40.757432044,-73.9933548105,450005
M110111,40.7574210655,-73.9933620307,450006
M110111,40.7573634285,-73.993405351,450007
M110111,40.7571438581,-73.9935605829,450008
M110111,40.7565263164,-73.9940190498,450009
M110111,40.7559902883,-73.9944074776,450010
M110111,40.7559902883,-73.9944074776,460001
M110111,40.7559087724,-73.9944666798,460002
M110111,40.7552912268,-73.9949215203,460003
M110111,40.755003038,-73.9951272793,460004
M110111,40.7549042313,-73.9952211314,460005
M110111,40.7546874022,-73.995354695,460006
M110111,40.7541497228,-73.9957481545,460007
M110111,40.7541497228,-73.9957481545,470001
M110111,40.7540561296,-73.9958167386,470002
M110111,40.7533891743,-73.9963040407,470003
M110111,40.7531059235,-73.9965094267,470004
M110111,40.7531059235,-73.9965094267,480001
M110111,40.7527222168,-73.9967877238,480002
M110111,40.7514843598,-73.9976792638,480003
M110111,40.7509024826,-73.9981196065,480004
M110111,40.7505657065,-73.9983603485,480005
M110111,40.7505657065,-73.9983603485,490001
M110111,40.7502410065,-73.9985924258,490002
M110111,40.7496371678,-73.9990363618,490003
M110111,40.7493758698,-73.999226927,490004
M110111,40.7493758698,-73.999226927,500001
M110111,40.7483992929,-73.9999386459,500002
M110111,40.7483992929,-73.9999386459,500003
M110111,40.7483992929,-73.9999386459,510001
M110111,40.7477680014,-74.0004006024,510002
M110111,40.7471449423,-74.0008481143,510003
M110111,40.746488944,-74.0013280978,510004
M110111,40.7462155651,-74.0015269453,510005
M110111,40.7462155651,-74.0015269453,520001
M110111,40.7458247095,-74.0018116806,520002
M110111,40.745207134,-74.0022663842,520003
M110111,40.7446197496,-74.0026922097,520004
M110111,40.7443850699,-74.002861816,520005
M110111,40.7443850699,-74.002861816,530001
M110111,40.7440351084,-74.003114419,530002
M110111,40.7434477208,-74.0035402295,530003
M110111,40.7431696716,-74.0037444718,530004
M110111,40.7431696716,-74.0037444718,540001
M110111,40.7428630761,-74.0039696415,540002
M110111,40.7425913393,-74.0041681066,540003
M110111,40.7423827316,-74.0043593567,540004
M110111,40.7422839187,-74.0044134812,540005
M110111,40.7421411889,-74.0044928638,540006
M110111,40.7419054084,-74.0046667878,540007
M110111,40.7419054084,-74.0046667878,550001
M110111,40.7416416303,-74.0048609174,550002
M110111,40.7413342093,-74.0050810245,550003
M110111,40.7408566202,-74.0051567699,550004
M110111,40.7407940395,-74.0051668693,550005
M110111,40.7407940395,-74.0051668693,560001
M110111,40.7400222114,-74.0052902239,560002
M110111,40.7394101283,-74.0053912155,560003
M110111,40.7388438829,-74.0054813834,560004
M110111,40.7388438829,-74.0054813834,570001
M110111,40.738754129,-74.0054958102,570002
M110111,40.7381365564,-74.0055895805,570003
M110111,40.7375519206,-74.0056869603,570004
M110111,40.737061979,-74.0057709954,570005
M14A0001,40.7450622723,-74.007374033,10001
M14A0001,40.7448720896,-74.00692182,10002
M14A0001,40.7448281795,-74.0068243759,10003
M14A0001,40.7446443068,-74.006384076,10004
M14A0001,40.7434477208,-74.0035402295,10005
M14A0001,40.7431696716,-74.0037444718,10006
M14A0001,40.7431696716,-74.0037444718,20001
M14A0001,40.7428630761,-74.0039696415,20002
M14A0001,40.7425913393,-74.0041681066,20003
M14A0001,40.7423827316,-74.0043593567,20004
M14A0001,40.7422839187,-74.0044134812,20005
M14A0001,40.7421411889,-74.0044928638,20006
M14A0001,40.7416416303,-74.0048609174,20007
M14A0001,40.7413342093,-74.0050810245,20008
M14A0001,40.7408566202,-74.0051567699,20009
M14A0001,40.740688659,-74.0047558362,20010
M14A0001,40.740688659,-74.0047558362,30001
M14A0001,40.7397533201,-74.002522409,30002
M14A0001,40.7395837029,-74.0021218494,30003
M14A0001,40.7395837029,-74.0021218494,40001
M14A0001,40.7385511484,-73.9996824492,40002
M14A0001,40.738357916,-73.9992212812,40003
M14A0001,40.738357916,-73.9992212812,50001
M14A0001,40.7373598853,-73.9968389829,50002
M14A0001,40.7371660926,-73.9963781923,50003
M14A0001,40.7371660926,-73.9963781923,60001
M14A0001,40.7360038466,-73.9936167519,60002
M14A0001,40.7358479239,-73.993247629,60003
M14A0001,40.7358479239,-73.993247629,70001
M14A0001,40.7352379473,-73.9918054325,70002
M14A0001,40.7352022576,-73.991693578,70003
M14A0001,40.7351676652,-73.991576311,70004
M14A0001,40.7351676652,-73.991576311,80001
M14A0001,40.7351638217,-73.9915636823,80002
M14A0001,40.7350100882,-73.9911956511,80003
M14A0001,40.7348371346,-73.9907554577,80004
M14A0001,40.7344720144,-73.9899364218,80005
M14A0001,40.7343512274,-73.9897307667,80006
M14A0001,40.734252391,-73.9894493347,80007
M14A0001,40.7340006424,-73.9888630282,80008
M14A0001,40.7340006424,-73.9888630282,90001
M14A0001,40.733964129,-73.9887782397,90002
M14A0001,40.7332914987,-73.9871798997,90003
M14A0001,40.7330798215,-73.9866773132,90004
M14A0001,40.7330798215,-73.9866773132,100001
M14A0001,40.7323470339,-73.9849393919,100002
M14A0001,40.7321551156,-73.9844851648,100003
M14A0001,40.7321551156,-73.9844851648,110001
M14A0001,40.7313476113,-73.982572677,110002
M14A0001,40.7311576055,-73.9821217103,110003
M14A0001,40.7311576055,-73.9821217103,120001
M14A0001,40.7310620527,-73.981894424,120002
M14A0001,40.7305485875,-73.9806822425,120003
M14A0001,40.7304579748,-73.9804686697,120004
M14A0001,40.7304579748,-73.9804686697,130001
M14A0001,40.7304140411,-73.9803647696,130002
M14A0001,40.7297251921,-73.9808592759,130003
M14A0001,40.7290857418,-73.981324894,130004
M14A0001,40.7284462895,-73.9817905032,130005
M14A0001,40.7281795302,-73.9819843241,130006
M14A0001,40.7281795302,-73.9819843241,140001
M14A0001,40.7278452574,-73.9822272296,140002
M14A0001,40.7272606909,-73.982656728,140003
M14A0001,40.7269942046,-73.9828505419,140004
M14A0001,40.7269942046,-73.9828505419,150001
M14A0001,40.7266651444,-73.9830898295,150002
M14A0001,40.7260531291,-73.983533751,150003
M14A0001,40.7254713019,-73.9839596179,150004
M14A0001,40.7252050879,-73.9841534213,150005
M14A0001,40.7252050879,-73.9841534213,160001
M14A0001,40.724862028,-73.9844035227,160002
M14A0001,40.7242664747,-73.9848365931,160003
M14A0001,40.723648964,-73.9852876991,160004
M14A0001,40.7233879622,-73.9854778831,160005
M14A0001,40.7233879622,-73.9854778831,170001
M14A0001,40.7230094952,-73.9857532323,170002
M14A0001,40.7223480669,-73.9862223688,170003
M14A0001,40.7222959201,-73.9862512408,170004
M14A0001,40.7221477141,-73.9863414624,170005
M14A0001,40.7209812648,-73.9869513825,170006
M14A0001,40.7209812648,-73.9869513825,170007
M14A0001,40.7209812648,-73.9869513825,180001
M14A0001,40.7198312787,-73.9875432406,180002
M14A0001,40.7195579164,-73.9876847058,180003
M14A0001,40.7195579164,-73.9876847058,190001
M14A0001,40.7186236528,-73.9881675556,190002
M14A0001,40.7184726987,-73.9882397313,190003
M14A0001,40.7182177245,-73.9883725297,190004
M14A0001,40.7182177245,-73.9883725297,200001
M14A0001,40.7176493155,-73.9886691572,200002
M14A0001,40.7167079115,-73.9891563093,200003
M14A0001,40.7166530051,-73.9890372758,200004
M14A0001,40.7165722844,-73.9887779212,200005
M14A0001,40.7165722844,-73.9887779212,210001
M14A0001,40.7164443379,-73.9883663459,210002
M14A0001,40.7161972231,-73.9875367052,210003
M14A0001,40.715950104,-73.9867214998,210004
M14A0001,40.7158441153,-73.9863690875,210005
M14A0001,40.7158441153,-73.9863690875,220001
M14A0001,40.7152573137,-73.9844191171,220002
M14A0001,40.7152573137,-73.9844191171,230001
M14A0001,40.7152087096,-73.9842578836,230002
M14A0001,40.7149313599,-73.9833380996,230003
M14A0001,40.7147665847,-73.9827285166,230004
M14A0001,40.7146795235,-73.9823822442,230005
M14A0001,40.7146795235,-73.9823822442,240001
M14A0001,40.7146704602,-73.9823461742,240002
M14A0001,40.7144590052,-73.9816500354,240003
M14A0001,40.7142640097,-73.9809250385,240004
M14A0001,40.7141574542,-73.9805726445,240005
M14A0001,40.7141574542,-73.9805726445,250001
M14A0001,40.713972902,-73.9799619992,250002
M14A0001,40.713761437,-73.9792911255,250003
M14A0001,40.7134436734,-73.9782321585,250004
M14A0002,40.7370441564,-74.0053942717,10001
M14A0002,40.7375464701,-74.0048317508,10002
M14A0002,40.7380323129,-74.0042616425,10003
M14A0002,40.7381338717,-74.0041750448,10004
M14A0002,40.7383946336,-74.0038611196,10005
M14A0002,40.7384890564,-74.0037521475,10006
M14A0002,40.7384890564,-74.0037521475,20001
M14A0002,40.7387542085,-74.0034461581,20002
M14A0002,40.7390780989,-74.0030817102,20003
M14A0002,40.7391824024,-74.0029626324,20004
M14A0002,40.739396497,-74.0027894302,20005
M14A0002,40.7397533201,-74.002522409,20006
M14A0002,40.7395837029,-74.0021218494,20007
M14A0002,40.7395837029,-74.0021218494,30001
M14A0002,40.7385511484,-73.9996824492,30002
M14A0002,40.738357916,-73.9992212812,30003
M14A0002,40.738357916,-73.9992212812,40001
M14A0002,40.7373598853,-73.9968389829,40002
M14A0002,40.7371660926,-73.9963781923,40003
M14A0002,40.7371660926,-73.9963781923,50001
M14A0002,40.7360038466,-73.9936167519,50002
M14A0002,40.7358479239,-73.993247629,50003
M14A0002,40.7358479239,-73.993247629,60001
M14A0002,40.7352379473,-73.9918054325,60002
M14A0002,40.7352022576,-73.991693578,60003
M14A0002,40.7351676652,-73.991576311,60004
