route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
M50,MQ_C3-Weekday,MQ_C3-Weekday-027800_M50_1,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-030300_M50_2,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-031800_M50_3,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-033300_M50_1,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-034800_M50_4,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-036300_M50_2,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-037800_M50_3,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-039300_M50_1,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-040800_M50_4,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-042300_M50_2,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-043800_M50_5,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-045300_M50_3,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-046800_M50_1,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-048300_M50_4,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-049800_M50_2,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-051300_M50_5,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-052800_M50_6,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-054300_M50_1,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-055800_M50_4,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-057300_M50_3,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-058800_M50_7,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-060300_M50_5,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-061800_M50_6,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-063300_M50_2,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-065300_M50_3,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-067300_M50_7,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-069300_M50_8,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-071300_M50_6,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-073300_M50_2,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-075300_M50_3,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-077300_M50_9,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-079300_M50_8,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-081300_M50_7,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-083300_M50_10,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-085300_M50_1,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-086800_M50_9,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-088300_M50_4,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-089800_M50_5,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-091300_M50_7,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-092800_M50_10,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-094300_M50_1,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-030500_M50_1,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-033500_M50_2,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-035500_M50_3,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-037000_M50_1,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-038500_M50_4,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-040000_M50_2,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-041500_M50_3,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-043000_M50_1,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-044500_M50_4,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-046000_M50_2,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-047500_M50_5,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-049000_M50_3,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-050500_M50_1,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-052000_M50_4,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-053500_M50_2,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-055000_M50_5,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-056500_M50_6,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-058000_M50_1,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-059500_M50_4,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-061000_M50_3,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-062500_M50_7,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-064000_M50_5,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-066000_M50_6,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-068000_M50_2,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-070000_M50_3,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-072000_M50_7,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-074000_M50_8,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-076000_M50_6,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-078000_M50_2,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-080000_M50_3,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-082000_M50_9,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-084000_M50_8,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-086000_M50_7,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-088000_M50_10,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-090000_M50_1,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-091500_M50_9,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-093000_M50_4,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-094500_M50_5,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-096000_M50_7,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-097500_M50_10,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-099000_M50_1,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-100500_M50_6,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-102000_M50_4,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-103500_M50_5,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-105000_M50_9,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-106500_M50_12,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-108000_M50_8,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-109000_M50_11,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-110000_M50_6,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-111000_M50_10,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-112000_M50_5,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-113200_M50_9,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-114700_M50_12,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-095800_M50_6,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-097300_M50_4,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-098800_M50_5,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-100300_M50_9,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-101800_M50_12,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-103300_M50_8,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-104300_M50_11,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-105300_M50_6,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-106300_M50_10,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-107500_M50_5,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-109000_M50_9,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-110500_M50_12,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-112000_M50_8,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-114000_M50_11,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-116200_M50_8,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-118000_M50_11,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-120000_M50_10,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-122000_M50_9,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-124000_M50_8,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-150000_M50_11,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-147000_M50_12,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-144000_M50_11,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-141000_M50_12,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-138000_M50_11,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-135000_M50_12,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-132000_M50_11,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-129000_M50_12,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-126000_M50_10,WEST SIDE 42 ST PIER CROSSTOWN,1,M500040
M50,MQ_C3-Weekday,MQ_C3-Weekday-116000_M50_10,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-150000_M50_12,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-147000_M50_11,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-144000_M50_12,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-141000_M50_11,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-138000_M50_12,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-135000_M50_11,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-132000_M50_12,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-129000_M50_11,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-126000_M50_12,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-123000_M50_10,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-120000_M50_8,E 49 ST & 1 AV,0,M500038
M50,MQ_C3-Weekday,MQ_C3-Weekday-118000_M50_9,E 49 ST & 1 AV,0,M500038
M23,MQ_C3-Weekday,MQ_C3-Weekday-012000_M23_1,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-016000_M23_1,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-020000_M23_1,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-024000_M23_1,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-028000_M23_1,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-031500_M23_2,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-033500_M23_3,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-014000_M23_1,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-018000_M23_1,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-022000_M23_1,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-026000_M23_1,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-030000_M23_1,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-034000_M23_2,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-037000_M23_3,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-035500_M23_1,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-037000_M23_2,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-038500_M23_4,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-039700_M23_3,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-040900_M23_5,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-041900_M23_6,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-042900_M23_1,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-043800_M23_7,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-044600_M23_2,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-045300_M23_8,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-046100_M23_4,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-046800_M23_3,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-047600_M23_9,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-048300_M23_5,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-049100_M23_10,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-049800_M23_6,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-050600_M23_1,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-051500_M23_7,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-052500_M23_11,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-053500_M23_8,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-054500_M23_4,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-055500_M23_3,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-056500_M23_9,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-057500_M23_10,EAST SIDE FDR DR CROSSTOWN,0,M230005
M23,MQ_C3-Weekday,MQ_C3-Weekday-039000_M23_1,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-040500_M23_2,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-042000_M23_4,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-043200_M23_3,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-044400_M23_5,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-045600_M23_6,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-046600_M23_1,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-047500_M23_7,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-048300_M23_2,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-049000_M23_8,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-049800_M23_4,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-050500_M23_3,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-051300_M23_9,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-052000_M23_5,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-052800_M23_10,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-053800_M23_6,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-054800_M23_1,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-055800_M23_7,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-056800_M23_11,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-057800_M23_8,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-058800_M23_4,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-059800_M23_3,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-060800_M23_9,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-061800_M23_10,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-062800_M23_6,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-063800_M23_2,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-064800_M23_7,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-065800_M23_11,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-066800_M23_8,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-067800_M23_12,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-068800_M23_13,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-069600_M23_9,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-070500_M23_10,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-071300_M23_14,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-072200_M23_4,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-073000_M23_2,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-073900_M23_7,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-074700_M23_11,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-075600_M23_3,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-076400_M23_12,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-077300_M23_13,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-078100_M23_15,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-079000_M23_5,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-079800_M23_14,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-080700_M23_4,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-081500_M23_16,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-082400_M23_9,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-083200_M23_17,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-084100_M23_3,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-084900_M23_10,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-085800_M23_6,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-086600_M23_15,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-087500_M23_5,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
M23,MQ_C3-Weekday,MQ_C3-Weekday-088300_M23_18,CHELSEA PIERS 12 AV CROSSTOWN,1,M230016
